state,city,center_num,center_avg,city_avg,Marks
MAHARASHTRA,OSMANABAD,312804,185.65357142857144,174.01192924722338,202.28110229068648
MAHARASHTRA,OSMANABAD,312805,164.4420600858369,174.01192924722338,202.28110229068648
MAHARASHTRA,OSMANABAD,312806,183.25574712643677,174.01192924722338,202.28110229068648
MAHARASHTRA,PALGHAR,312901,166.58728179551122,167.98822730359973,202.28110229068648
MAHARASHTRA,PALGHAR,312902,169.46886446886447,167.98822730359973,202.28110229068648
MAHARASHTRA,PALGHAR,312903,159.7721021611002,167.98822730359973,202.28110229068648
MAHARASHTRA,PALGHAR,312904,166.6355748373102,167.98822730359973,202.28110229068648
MAHARASHTRA,PALGHAR,312905,161.4334862385321,167.98822730359973,202.28110229068648
MAHARASHTRA,PALGHAR,312906,171.83116883116884,167.98822730359973,202.28110229068648
MAHARASHTRA,PALGHAR,312907,175.26486486486488,167.98822730359973,202.28110229068648
MAHARASHTRA,PALGHAR,312908,163.17241379310346,167.98822730359973,202.28110229068648
MAHARASHTRA,PALGHAR,312909,173.54093567251462,167.98822730359973,202.28110229068648
MAHARASHTRA,PALGHAR,312910,184.42660550458714,167.98822730359973,202.28110229068648
MAHARASHTRA,PARBHANI,313001,183.30428134556576,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313002,180.964406779661,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313003,170.1164658634538,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313004,182.33760683760684,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313005,180.67612293144208,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313006,179.19574468085105,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313007,199.85169491525423,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313008,188.97881355932202,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313009,203.27659574468086,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313010,165.39484978540773,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313011,168.01408450704224,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313012,179.47619047619048,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313013,179.78403755868544,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313014,182.32701421800948,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313015,172.99521531100478,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313016,195.8551401869159,181.63849765258215,202.28110229068648
MAHARASHTRA,PARBHANI,313017,183.24565217391304,181.63849765258215,202.28110229068648
MAHARASHTRA,PUNE,311501,230.9724375538329,224.46105115994584,202.28110229068648
MAHARASHTRA,PUNE,311502,220.6994708994709,224.46105115994584,202.28110229068648
MAHARASHTRA,PUNE,311503,223.72848360655738,224.46105115994584,202.28110229068648
MAHARASHTRA,PUNE,311504,227.97395243488108,224.46105115994584,202.28110229068648
MAHARASHTRA,PUNE,311505,233.24324324324326,224.46105115994584,202.28110229068648
